ensembl_gene_id	external_gene_name	description	gene_biotype
ENSG00000150347	ARID5B	AT-rich interaction domain 5B 	protein_coding
ENSG00000150361	KLHL1	kelch like family member 1 	protein_coding
ENSG00000150394	CDH8	cadherin 8 	protein_coding
ENSG00000150401	DCUN1D2	defective in cullin neddylation 1 domain containing 2 	protein_coding
ENSG00000150403	SLC9D1	solute carrier family 9 member D1 	protein_coding
ENSG00000150433	TMEM218	transmembrane protein 218 	protein_coding
ENSG00000150455	TIRAP	TIR domain containing adaptor protein 	protein_coding
ENSG00000150456	EEF1AKMT1	EEF1A lysine methyltransferase 1 	protein_coding
ENSG00000150457	LATS2	large tumor suppressor kinase 2 	protein_coding
ENSG00000150459	SAP18	Sin3A associated protein 18 	protein_coding
ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3 	protein_coding
ENSG00000150477	KIAA1328	KIAA1328 	protein_coding
ENSG00000150510	FAM124A	family with sequence similarity 124 member A 	protein_coding
ENSG00000150527	MIA2	MIA SH3 domain ER export factor 2 	protein_coding
ENSG00000150540	HNMT	histamine N-methyltransferase 	protein_coding
ENSG00000150551	LYPD1	LY6/PLAUR domain containing 1 	protein_coding
ENSG00000150556	LYPD6B	LY6/PLAUR domain containing 6B 	protein_coding
ENSG00000150593	PDCD4	programmed cell death 4 	protein_coding
ENSG00000150594	ADRA2A	adrenoceptor alpha 2A 	protein_coding
ENSG00000150625	GPM6A	glycoprotein M6A 	protein_coding
ENSG00000150627	WDR17	WD repeat domain 17 	protein_coding
ENSG00000150628	SPATA4	spermatogenesis associated 4 	protein_coding
ENSG00000150630	VEGFC	vascular endothelial growth factor C 	protein_coding
ENSG00000150636	CCDC102B	coiled-coil domain containing 102B 	protein_coding
ENSG00000150637	CD226	CD226 molecule 	protein_coding
ENSG00000150656	CNDP1	carnosine dipeptidase 1 	protein_coding
ENSG00000150667	FSIP1	fibrous sheath interacting protein 1 	protein_coding
ENSG00000150672	DLG2	discs large MAGUK scaffold protein 2 	protein_coding
ENSG00000150676	CCDC83	coiled-coil domain containing 83 	protein_coding
ENSG00000150681	RGS18	regulator of G protein signaling 18 	protein_coding
ENSG00000150687	PRSS23	serine protease 23 	protein_coding
ENSG00000150712	MTMR12	myotubularin related protein 12 	protein_coding
ENSG00000150722	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C 	protein_coding
ENSG00000150732	NA	novel zinc finger protein pseudogene	processed_pseudogene
ENSG00000150750	POU2AF2	POU class 2 homeobox associating factor 2 	protein_coding
ENSG00000150753	CCT5	chaperonin containing TCP1 subunit 5 	protein_coding
ENSG00000150756	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase 	protein_coding
ENSG00000150760	DOCK1	dedicator of cytokinesis 1 	protein_coding
ENSG00000150764	DIXDC1	DIX domain containing 1 	protein_coding
ENSG00000150768	DLAT	dihydrolipoamide S-acetyltransferase 	protein_coding
ENSG00000150773	PIH1D2	PIH1 domain containing 2 	protein_coding
ENSG00000150776	NKAPD1	NKAP domain containing 1 	protein_coding
ENSG00000150779	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B 	protein_coding
ENSG00000150782	IL18	interleukin 18 	protein_coding
ENSG00000150783	TEX12	testis expressed 12 	protein_coding
ENSG00000150787	PTS	6-pyruvoyltetrahydropterin synthase 	protein_coding
ENSG00000150867	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha 	protein_coding
ENSG00000150873	CIMIP5	ciliary microtubule inner protein 5 	protein_coding
ENSG00000150893	FREM2	FRAS1 related extracellular matrix 2 	protein_coding
ENSG00000150907	FOXO1	forkhead box O1 	protein_coding
ENSG00000150938	CRIM1	cysteine rich transmembrane BMP regulator 1 	protein_coding
ENSG00000150961	SEC24D	SEC24 homolog D, COPII component 	protein_coding
ENSG00000150967	ABCB9	ATP binding cassette subfamily B member 9 	protein_coding
ENSG00000150977	RILPL2	Rab interacting lysosomal protein like 2 	protein_coding
ENSG00000150990	DHX37	DEAH-box helicase 37 	protein_coding
ENSG00000150991	UBC	ubiquitin C 	protein_coding
ENSG00000150995	ITPR1	inositol 1,4,5-trisphosphate receptor type 1 	protein_coding
ENSG00000151005	TKTL2	transketolase like 2 	protein_coding
ENSG00000151006	PRSS53	serine protease 53 	protein_coding
ENSG00000151012	SLC7A11	solute carrier family 7 member 11 	protein_coding
ENSG00000151014	NOCT	nocturnin 	protein_coding
ENSG00000151023	ENKUR	enkurin, TRPC channel interacting protein 	protein_coding
ENSG00000151025	GPR158	G protein-coupled receptor 158 	protein_coding
ENSG00000151033	LYZL2	lysozyme like 2 	protein_coding
ENSG00000151062	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4 	protein_coding
ENSG00000151065	DCP1B	decapping mRNA 1B 	protein_coding
ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C 	protein_coding
ENSG00000151079	KCNA6	potassium voltage-gated channel subfamily A member 6 	protein_coding
ENSG00000151090	THRB	thyroid hormone receptor beta 	protein_coding
ENSG00000151092	NGLY1	N-glycanase 1 	protein_coding
ENSG00000151093	OXSM	3-oxoacyl-ACP synthase, mitochondrial 	protein_coding
ENSG00000151116	UEVLD	UEV and lactate/malate dehyrogenase domains 	protein_coding
ENSG00000151117	TMEM86A	transmembrane protein 86A 	protein_coding
ENSG00000151131	NOPCHAP1	NOP protein chaperone 1 	protein_coding
ENSG00000151135	TMEM263	transmembrane protein 263 	protein_coding
ENSG00000151136	ABTB3	ankyrin repeat and BTB domain containing 3 	protein_coding
ENSG00000151148	UBE3B	ubiquitin protein ligase E3B 	protein_coding
ENSG00000151150	ANK3	ankyrin 3 	protein_coding
ENSG00000151151	IPMK	inositol polyphosphate multikinase 	protein_coding
ENSG00000151164	RAD9B	RAD9 checkpoint clamp component B 	protein_coding
ENSG00000151176	PLBD2	phospholipase B domain containing 2 	protein_coding
ENSG00000151208	DLG5	discs large MAGUK scaffold protein 5 	protein_coding
ENSG00000151224	MAT1A	methionine adenosyltransferase 1A 	protein_coding
ENSG00000151229	SLC2A13	solute carrier family 2 member 13 	protein_coding
ENSG00000151233	GXYLT1	glucoside xylosyltransferase 1 	protein_coding
ENSG00000151239	TWF1	twinfilin actin binding protein 1 	protein_coding
ENSG00000151240	DIP2C	disco interacting protein 2 homolog C 	protein_coding
ENSG00000151247	EIF4E	eukaryotic translation initiation factor 4E 	protein_coding
ENSG00000151276	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1 	protein_coding
ENSG00000151287	TEX30	testis expressed 30 	protein_coding
ENSG00000151292	CSNK1G3	casein kinase 1 gamma 3 	protein_coding
ENSG00000151303	NA	novel transcript	lncRNA
ENSG00000151304	SRFBP1	serum response factor binding protein 1 	protein_coding
ENSG00000151320	AKAP6	A-kinase anchoring protein 6 	protein_coding
ENSG00000151322	NPAS3	neuronal PAS domain protein 3 	protein_coding
ENSG00000151327	FAM177A1	family with sequence similarity 177 member A1 	protein_coding
ENSG00000151332	MBIP	MAP3K12 binding inhibitory protein 1 	protein_coding
ENSG00000151338	MIPOL1	mirror-image polydactyly 1 	protein_coding
ENSG00000151348	EXT2	exostosin glycosyltransferase 2 	protein_coding
ENSG00000151353	TMEM18	transmembrane protein 18 	protein_coding
ENSG00000151360	ALLC	allantoicase 	protein_coding
ENSG00000151364	KCTD14	potassium channel tetramerization domain containing 14 	protein_coding
ENSG00000151365	THRSP	thyroid hormone responsive 	protein_coding
ENSG00000151366	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 	protein_coding
ENSG00000151376	ME3	malic enzyme 3 	protein_coding
ENSG00000151379	MSGN1	mesogenin 1 	protein_coding
ENSG00000151388	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 	protein_coding
ENSG00000151413	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial 	protein_coding
ENSG00000151414	NEK7	NIMA related kinase 7 	protein_coding
ENSG00000151418	ATP6V1G3	ATPase H+ transporting V1 subunit G3 	protein_coding
ENSG00000151422	FER	FER tyrosine kinase 	protein_coding
ENSG00000151445	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog 	protein_coding
ENSG00000151458	ANKRD50	ankyrin repeat domain containing 50 	protein_coding
ENSG00000151461	UPF2	UPF2 regulator of nonsense mediated mRNA decay 	protein_coding
ENSG00000151465	CDC123	cell division cycle 123 	protein_coding
ENSG00000151466	SCLT1	sodium channel and clathrin linker 1 	protein_coding
ENSG00000151468	CCDC3	coiled-coil domain containing 3 	protein_coding
ENSG00000151470	C4orf33	chromosome 4 open reading frame 33 	protein_coding
ENSG00000151474	FRMD4A	FERM domain containing 4A 	protein_coding
ENSG00000151475	SLC25A31	solute carrier family 25 member 31 	protein_coding
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O 	protein_coding
ENSG00000151491	EPS8	EGFR pathway substrate 8, signaling adaptor 	protein_coding
ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family member 8 	protein_coding
ENSG00000151500	THYN1	thymocyte nuclear protein 1 	protein_coding
ENSG00000151502	VPS26B	VPS26 retromer complex component B 	protein_coding
ENSG00000151503	NCAPD3	non-SMC condensin II complex subunit D3 	protein_coding
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A 	protein_coding
ENSG00000151552	QDPR	quinoid dihydropteridine reductase 	protein_coding
ENSG00000151553	FHIP2A	FHF complex subunit HOOK interacting protein 2A 	protein_coding
ENSG00000151572	ANO4	anoctamin 4 	protein_coding
ENSG00000151575	TEX9	testis expressed 9 	protein_coding
ENSG00000151576	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2 	protein_coding
ENSG00000151577	DRD3	dopamine receptor D3 	protein_coding
ENSG00000151611	MMAA	metabolism of cobalamin associated A 	protein_coding
ENSG00000151612	ZNF827	zinc finger protein 827 	protein_coding
ENSG00000151615	POU4F2	POU class 4 homeobox 2 	protein_coding
ENSG00000151617	EDNRA	endothelin receptor type A 	protein_coding
ENSG00000151623	NR3C2	nuclear receptor subfamily 3 group C member 2 	protein_coding
ENSG00000151631	AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene 	transcribed_unprocessed_pseudogene
ENSG00000151632	AKR1C2	aldo-keto reductase family 1 member C2 	protein_coding
ENSG00000151640	DPYSL4	dihydropyrimidinase like 4 	protein_coding
ENSG00000151650	VENTX	VENT homeobox 	protein_coding
ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8 	protein_coding
ENSG00000151655	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 	protein_coding
ENSG00000151657	KIN	Kin17 DNA and RNA binding protein 	protein_coding
ENSG00000151665	PIGF	phosphatidylinositol glycan anchor biosynthesis class F 	protein_coding
ENSG00000151687	ANKAR	ankyrin and armadillo repeat containing 	protein_coding
ENSG00000151689	INPP1	inositol polyphosphate-1-phosphatase 	protein_coding
ENSG00000151690	MFSD6	major facilitator superfamily domain containing 6 	protein_coding
ENSG00000151692	RNF144A	ring finger protein 144A 	protein_coding
ENSG00000151693	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 	protein_coding
ENSG00000151694	ADAM17	ADAM metallopeptidase domain 17 	protein_coding
ENSG00000151702	FLI1	Fli-1 proto-oncogene, ETS transcription factor 	protein_coding
ENSG00000151704	KCNJ1	potassium inwardly rectifying channel subfamily J member 1 	protein_coding
ENSG00000151715	TMEM45B	transmembrane protein 45B 	protein_coding
ENSG00000151718	WWC2	WW and C2 domain containing 2 	protein_coding
ENSG00000151725	CENPU	centromere protein U 	protein_coding
ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1 	protein_coding
ENSG00000151729	SLC25A4	solute carrier family 25 member 4 	protein_coding
ENSG00000151743	AMN1	antagonist of mitotic exit network 1 homolog 	protein_coding
ENSG00000151746	BICD1	BICD cargo adaptor 1 	protein_coding
ENSG00000151748	SAV1	salvador family WW domain containing protein 1 	protein_coding
ENSG00000151773	CCDC122	coiled-coil domain containing 122 	protein_coding
ENSG00000151778	SERP2	stress associated endoplasmic reticulum protein family member 2 	protein_coding
ENSG00000151779	NBAS	NBAS subunit of NRZ tethering complex 	protein_coding
ENSG00000151789	ZNF385D	zinc finger protein 385D 	protein_coding
ENSG00000151790	TDO2	tryptophan 2,3-dioxygenase 	protein_coding
ENSG00000151806	GUF1	GTP binding elongation factor GUF1 	protein_coding
ENSG00000151812	SLC35F4	solute carrier family 35 member F4 	protein_coding
ENSG00000151834	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2 	protein_coding
ENSG00000151835	SACS	sacsin molecular chaperone 	protein_coding
ENSG00000151838	CCDC175	coiled-coil domain containing 175 	protein_coding
ENSG00000151846	PABPC3	poly(A) binding protein cytoplasmic 3 	protein_coding
ENSG00000151849	CPAP	centrosome assembly and centriole elongation protein 	protein_coding
ENSG00000151876	FBXO4	F-box protein 4 	protein_coding
ENSG00000151881	TMEM267	transmembrane protein 267 	protein_coding
ENSG00000151882	CCL28	C-C motif chemokine ligand 28 	protein_coding
ENSG00000151883	PARP8	poly(ADP-ribose) polymerase family member 8 	protein_coding
ENSG00000151892	GFRA1	GDNF family receptor alpha 1 	protein_coding
ENSG00000151893	CACUL1	CDK2 associated cullin domain 1 	protein_coding
ENSG00000151914	DST	dystonin 	protein_coding
ENSG00000151917	BEND6	BEN domain containing 6 	protein_coding
ENSG00000151923	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1 	protein_coding
ENSG00000151929	BAG3	BAG cochaperone 3 	protein_coding
ENSG00000151948	GLT1D1	glycosyltransferase 1 domain containing 1 	protein_coding
ENSG00000151952	TMEM132D	transmembrane protein 132D 	protein_coding
ENSG00000151962	RBM46	RNA binding motif protein 46 	protein_coding
ENSG00000151963	ZNF37CP	zinc finger protein 37C, pseudogene 	unprocessed_pseudogene
ENSG00000151967	SCHIP1	schwannomin interacting protein 1 	protein_coding
ENSG00000152034	MCHR2	melanin concentrating hormone receptor 2 	protein_coding
ENSG00000152049	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4 	protein_coding
ENSG00000152056	AP1S3	adaptor related protein complex 1 subunit sigma 3 	protein_coding
ENSG00000152061	RABGAP1L	RAB GTPase activating protein 1 like 	protein_coding
ENSG00000152076	CCDC74B	coiled-coil domain containing 74B 	protein_coding
ENSG00000152078	TLCD4	TLC domain containing 4 	protein_coding
ENSG00000152082	MZT2B	mitotic spindle organizing protein 2B 	protein_coding
ENSG00000152086	TUBA3E	tubulin alpha 3e 	protein_coding
ENSG00000152092	ASTN1	astrotactin 1 	protein_coding
ENSG00000152093	CFC1B	cryptic, EGF-CFC family member 1B 	protein_coding
ENSG00000152102	FAM168B	family with sequence similarity 168 member B 	protein_coding
ENSG00000152104	PTPN14	protein tyrosine phosphatase non-receptor type 14 	protein_coding
ENSG00000152117	SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene 	transcribed_unprocessed_pseudogene
ENSG00000152127	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase 	protein_coding
ENSG00000152128	TMEM163	transmembrane protein 163 	protein_coding
ENSG00000152133	GPATCH11	G-patch domain containing 11 	protein_coding
ENSG00000152137	HSPB8	heat shock protein family B (small) member 8 	protein_coding
ENSG00000152147	GEMIN6	gem nuclear organelle associated protein 6 	protein_coding
ENSG00000152154	TMEM178A	transmembrane protein 178A 	protein_coding
ENSG00000152192	POU4F1	POU class 4 homeobox 1 	protein_coding
ENSG00000152193	OBI1	ORC ubiquitin ligase 1 	protein_coding
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2 	protein_coding
ENSG00000152208	GRID2	glutamate ionotropic receptor delta type subunit 2 	protein_coding
ENSG00000152213	ARL11	ARF like GTPase 11 	protein_coding
ENSG00000152214	RIT2	Ras like without CAAX 2 	protein_coding
ENSG00000152217	SETBP1	SET binding protein 1 	protein_coding
ENSG00000152219	ARL14EP	ARF like GTPase 14 effector protein 	protein_coding
ENSG00000152223	EPG5	ectopic P-granules 5 autophagy tethering factor 	protein_coding
ENSG00000152229	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 	protein_coding
ENSG00000152234	ATP5F1A	ATP synthase F1 subunit alpha 	protein_coding
ENSG00000152240	HAUS1	HAUS augmin like complex subunit 1 	protein_coding
ENSG00000152242	ARK2N	arkadia (RNF111) N-terminal like PKA signaling regulator 2N 	protein_coding
ENSG00000152253	SPC25	SPC25 component of NDC80 kinetochore complex 	protein_coding
ENSG00000152254	G6PC2	glucose-6-phosphatase catalytic subunit 2 	protein_coding
ENSG00000152256	PDK1	pyruvate dehydrogenase kinase 1 	protein_coding
ENSG00000152266	PTH	parathyroid hormone 	protein_coding
ENSG00000152270	PDE3B	phosphodiesterase 3B 	protein_coding
ENSG00000152284	TCF7L1	transcription factor 7 like 1 	protein_coding
ENSG00000152291	TGOLN2	trans-golgi network protein 2 	protein_coding
ENSG00000152292	SH2D6	SH2 domain containing 6 	protein_coding
ENSG00000152315	KCNK13	potassium two pore domain channel subfamily K member 13 	protein_coding
ENSG00000152332	UHMK1	U2AF homology motif kinase 1 	protein_coding
ENSG00000152348	ATG10	autophagy related 10 	protein_coding
ENSG00000152359	POC5	POC5 centriolar protein 	protein_coding
ENSG00000152377	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 	protein_coding
ENSG00000152380	FAM151B	family with sequence similarity 151 member B 	protein_coding
ENSG00000152382	TADA1	transcriptional adaptor 1 	protein_coding
ENSG00000152402	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2 	protein_coding
ENSG00000152404	CWF19L2	CWF19 like cell cycle control factor 2 	protein_coding
ENSG00000152409	JMY	junction mediating and regulatory protein, p53 cofactor 	protein_coding
ENSG00000152413	HOMER1	homer scaffold protein 1 	protein_coding
ENSG00000152422	XRCC4	X-ray repair cross complementing 4 	protein_coding
ENSG00000152430	BOLL	boule RNA binding protein 	protein_coding
ENSG00000152433	ZNF547	zinc finger protein 547 	protein_coding
ENSG00000152439	ZNF773	zinc finger protein 773 	protein_coding
ENSG00000152443	ZNF776	zinc finger protein 776 	protein_coding
